CountryName,CountryCode,IndicatorName,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Greece,GRC,GDP per capita,13250.8674835483,13947.9551787292,14256.4214308596,14277.8681965917,14799.0759402376,15353.0604104553,16035.5683696808,17059.3194127345,17631.4847993012,18265.3884799899,19285.4421517901,20900.3312093624,22718.5683777359,23806.5340160706,25425.6007267355,25396.2339652287,28272.6942184129,29305.8223239071,31161.5304044574,30652.2120897201,28981.4183412436,26626.4600462408,25980.0865157009,26753.1265074318,26794.7487486664,26680.0854581903
Greenland,GRL,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,GDP per capita,4840.2855054045,5107.3078779858,5168.2748730116,5093.8720820237,5286.3086504494,5484.7899703617,5780.2133676874,6130.0939610947,6590.4629699218,7355.2088695741,7649.9696397619,7648.7124333369,8013.328394326,8922.9366519972,9083.555117658,10589.962449332,10445.5187785766,11347.0239513504,11640.4165115578,10914.8582820379,10951.8841081545,11221.3623353168,11252.5568168313,11657.908478185,12470.3895344715,12966.945370691
Guam,GUM,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,GDP per capita,3334.6909991252,3485.5550481274,3646.5329168794,3785.0917393073,3923.525859316,4101.7400535472,4196.849383441,4348.6371536384,4505.5046823286,4637.1789074586,4796.2111117943,4899.196858509,5042.3454205304,5146.7562561062,5326.0402358031,5544.9640460846,5885.9348937759,6280.3089857572,6468.7133797416,6410.6377120734,6532.7576137687,6798.842733684,6981.5068440802,7206.660237961,7476.0923844636,7706.7387194866
Guinea,GIN,GDP per capita,727.271403012,730.7851620933,727.9567747964,738.6505341298,744.6864123415,762.2106141779,784.6316346236,818.6006553757,840.8633570489,870.9270816248,897.2866290562,934.6752314269,980.6774889815,994.4690337625,1025.4848628434,1067.1768941458,1101.3115179499,1121.6853850347,1168.5191040596,1142.4936358267,1147.0849859183,1183.8558462794,1219.547151829,1233.9814200713,1225.7440576601,1206.5295087558
Guinea-Bissau,GNB,GDP per capita,972.758405297,1032.9440211001,1044.4070821907,1067.5533958527,1100.4147716451,1147.2043305218,1275.4310526134,1351.8854768128,961.5818620483,965.3972504484,1019.007440684,1042.6974062316,1026.3356384066,1030.7100857384,1065.4179709174,1122.331788943,1158.3357660435,1200.9648008947,1236.2867561989,1258.3197555308,1299.7263006101,1416.3117773279,1382.5043355999,1382.2885483296,1405.9898932632,1452.8454574364
Guyana,GUY,GDP per capita,1892.5090141651,2080.560688014,2294.2598661318,2533.6949957531,2795.2749219597,2981.5787679687,3259.6612273708,3504.3320154318,3465.4906872202,3608.9572821369,3630.312326065,3791.759290523,3890.7238881048,3931.4310989603,4174.7020501229,4222.8102647075,4568.370073622,5006.1871179411,5188.1819893501,5381.980362592,5666.1045616349,6077.1860379861,6465.612628172,6890.2912306998,7245.2446929178,7506.445071988
Haiti,HTI,GDP per capita,,,,,,,,,1326.8313063501,1359.4431069421,1378.7903709505,1372.492010274,1367.5497805841,1377.7588403509,1344.5717346652,1390.7057461121,1442.9735271087,1507.2781870331,1526.153626781,1561.3742557934,1471.6486491895,1562.3041293049,1614.0858205779,1686.7316940553,1738.9141229634,1762.1736401066
Honduras,HND,GDP per capita,2071.6810751294,2149.8825474847,2260.454449998,2394.39567179,2352.6799242292,2438.6916532629,2512.5193142556,2622.9493118641,2669.2159472062,2602.8226466575,2757.1062787469,2838.4329764072,2931.4530075966,3065.8067851827,3283.4771565656,3527.9349337977,3804.9773382853,4074.2960972385,4255.012759247,4113.0305006327,4249.0931030835,4433.7193102763,4632.0951079515,4769.3969866384,4926.616328813,5084.4704632504
Hong Kong SAR  China,HKG,GDP per capita,17434.4387375371,18884.6857713508,20347.899141902,21747.0528917536,23026.0067319187,23592.435811133,23958.7571576833,25399.201414569,23963.6005875701,24703.1257533895,26962.6967634384,27528.1815107663,28288.2697961829,29792.930931061,33016.9280228517,36437.5866753136,39940.9227496188,43281.0213725346,44800.2386101703,43935.6928282274,47134.560848342,50085.9593288483,51274.0603140027,53464.9265085994,55346.5558063275,56719.4984712502
Hungary,HUN,GDP per capita,,8252.4323019763,8185.119655844,8341.0943013937,8781.6727364618,9111.0390258253,9398.4430573069,10047.5789963405,10770.7039788789,11237.6765445939,12085.3760238644,13646.5381158223,14918.3983153538,15641.3128714977,16461.9487594172,17314.476107027,18652.6067138648,19337.1665663709,20810.7852001093,20860.557155575,21576.7069453107,22603.2027174727,22701.4502235308,24037.1704538153,25060.5052883092,25581.5035115148
Iceland,ISL,GDP per capita,21806.8223890515,22223.200277939,21688.6442378739,22268.7346117823,23360.0192616922,23745.8718281088,24716.7140248435,26644.463140108,28362.780623482,29218.7756831228,29600.3333915091,31263.1324762595,31976.2274660987,31726.8640413011,34949.102373529,35881.0150630817,36728.6331028559,38704.2351346751,41366.6709889659,39912.2712141369,38615.3391912455,39557.9356463221,40278.3870438051,42714.604259498,43993.2928638575,46546.9771340154
India,IND,GDP per capita,1146.027972402,1172.5636118546,1239.9955482057,1303.8967253784,1393.0024434173,1500.681341475,1612.5348975741,1674.8697444563,1764.8782246325,1915.3906493359,1998.4886582575,2105.8410125659,2182.2445574711,2361.3348489703,2576.5376205055,2860.8857010062,3172.707329248,3484.7564628291,3637.7560942856,3920.1605416062,4315.4400463118,4634.9451623471,4921.842308086,5267.8266106122,5672.189443572,6088.6498299912
Indonesia,IDN,GDP per capita,2893.8334999552,3201.0428781144,3451.5691868914,3728.251852323,4029.9420898571,4391.088784639,4741.5092173542,4976.4561897254,4308.541084506,4347.9993183051,4601.8493587942,4812.0612779988,5037.1675158026,5311.4007644596,5655.9939136592,6088.8792307918,6534.2741600368,7040.6697895081,7511.4173688275,7815.7071303618,8294.0543496696,8870.284188915,9453.6982283248,10011.3464228635,10553.1873508433,11035.0924440865
Iran Islamic Rep.,IRN,GDP per capita,6575.5835786223,7508.8749789746,7818.40953364,7795.2598160123,7735.2718395444,7976.6344852652,8498.8494990541,8603.9331812809,8712.1403028456,8860.4485277217,9435.9818391103,9739.5039692077,10548.3779476119,11547.4037189744,12236.6254448479,13011.7378600877,14016.4003421618,15526.5558436374,15798.9645862426,16100.8915095883,17163.0792678197,17949.2444238935,16853.7828153936,16584.3125143034,17365.7789395309,
Iraq,IRQ,GDP per capita,7442.8488649221,2691.9155664765,3548.7137572363,4595.895782204,4729.1993343381,4781.2245058879,5239.7979082242,6261.9928406328,8274.3549023849,9581.2420712535,9647.8670248596,9810.5526870425,9019.1442627671,5989.182462011,9237.9333150326,9697.9037364136,10733.4450476973,10893.209802467,11715.8470551452,11875.0141777195,12417.7696665771,13203.0477987986,14813.5649123457,15503.6290411366,14914.6546596009,14894.8111476963
Ireland,IRL,GDP per capita,13384.2687487988,14015.8196631381,14713.8592708267,15392.4200505293,16559.3960416086,18438.6850046072,19974.5306944872,22091.6254806729,24503.5524382845,26530.6795253144,29612.1702149963,31773.722810243,34440.584215693,36023.4683122174,38144.6756035068,40446.9236672622,43963.9559431897,46735.7510704347,43902.1223347123,41866.4993329051,43249.5594490708,45673.5345036199,46063.3445925379,47599.6816966271,49376.8434317514,54654.3974613799
Isle of Man,IMN,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,GDP per capita,13381.0790716503,13809.6710990282,14603.8368430206,15118.2936671849,16110.8394284733,19658.0832776847,20700.7208727113,21373.8125806518,22015.1678196739,22604.3822742356,24923.8860284016,24958.1785177814,25218.3962531381,23794.5030912082,25248.8627092652,24885.2184925703,25766.9760969882,27581.4069596089,27516.2299196564,27558.1879505678,28900.9197381996,30574.2523577465,31993.6238427527,33382.1112688306,33703.4250415256,35431.6089729029
Italy,ITA,GDP per capita,18272.8597989807,19158.287156649,19745.0875047435,20030.2185605756,20892.2674483358,21943.3498683712,22645.1428582732,23434.2773020353,24660.1229466597,25158.4189956508,26640.2170070876,28246.7983200123,27898.4706085078,28462.0371268789,28770.9672691018,29652.7563709815,31953.4603527794,33711.9527914576,35170.8964586322,34142.338499387,34714.5268552022,35870.7137716038,35899.7799658795,35707.8311114826,35419.3953084239,35896.4614379586
Jamaica,JAM,GDP per capita,4774.2369905326,5137.3430416386,5319.6140063093,5915.1610650478,6077.365609145,6298.7100918806,6330.0256815722,6304.288724826,6168.6471105703,6285.6192372024,6447.3204909376,6641.4701299409,6852.6076945397,7219.4359935891,7489.1794443933,7771.348676018,8212.9974277783,8521.9896084025,8595.876227559,8248.7020106968,8196.2794299663,8481.2459735682,8560.0871322461,8725.1733633109,8910.1753244489,9062.5160677084
Japan,JPN,GDP per capita,19229.6658066199,20466.647038504,21052.3192100673,21536.8556246016,22109.6812192212,22921.5410255259,23888.6125876517,24626.4168932302,24328.8203302384,24606.920710743,25938.1978920515,26559.5315639375,27241.1030286307,27941.1763434632,29377.3436609935,30441.3480837946,31790.6552616674,33313.8653324181,33495.1780721489,31857.372226654,33760.9768142973,34335.304019806,35735.6167173084,36618.3063247058,36577.2106148287,37321.601987158
Jordan,JOR,GDP per capita,4305.5121190663,4299.270565879,4932.2299594679,4998.746243317,5104.684709557,5321.4415375086,5372.4690923166,5523.5107491323,5656.0671126371,5849.6632427562,6136.9182202171,6494.9096850451,6851.2937273497,7129.3214264309,7754.0949462506,8395.0728530697,9019.7201514952,9618.1814689625,10077.6152268712,10271.3186099481,10229.9175071294,10324.4466860552,10432.1751002933,10569.1754417586,10774.8682262501,10880.3200790049
Kazakhstan,KAZ,GDP per capita,8790.8214108551,8033.8768508114,7786.9100434817,7286.9128576034,6599.3532808672,6293.8854589723,6539.12016357,6871.8242385286,6933.0638344755,7298.4073724091,8220.6736453329,9559.340335683,10656.8450939096,11840.2998974825,13241.4607359898,14860.5894458121,16777.6876065204,18543.8192606189,19295.0055254083,19162.9357074856,20521.0984885494,22134.0921108481,23248.9925905127,24640.5580488643,25689.2206615432,25876.5086784176
Kenya,KEN,GDP per capita,1535.6684577648,1557.277992855,1529.8150402142,1523.3609658089,1549.7317587005,1605.6039753097,1657.7166866383,1651.4402482073,1682.1576907411,1704.7974605541,1710.8767741794,1770.5589852827,1761.7507763275,1802.2145272249,1896.1950177838,2019.359786404,2158.8939354963,2306.8662503823,2296.3124229865,2327.8433690189,2487.2245521703,2622.7301689489,2718.9864594805,2843.773361188,2965.1554867227,3082.5179913625
Kiribati,KIR,GDP per capita,921.4640707904,895.1154284032,931.0799459746,974.0042070631,1030.4783988218,1027.6508884435,1093.8087476239,1155.7120353136,1274.8302499294,1274.198654492,1402.7866160446,1420.4099664348,1425.8832552651,1486.5650042096,1547.1295314005,1563.3285750089,1507.2452125234,1628.2007409037,1669.0040846543,1635.1308710935,1613.4184498406,1659.2939524982,1705.4391839828,1753.1291647657,1815.6417123537,1858.6453690688
Korea Dem. People’s Rep.,PRK,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Rep.,KOR,GDP per capita,8436.2460141989,9533.0265997225,10216.3171401125,11033.4367416206,12088.2244347445,13371.9896745732,14556.4666442347,15481.5991823374,14696.3053245559,16428.8466583594,18083.0812551455,19189.5693747323,20784.9455980244,21389.2460652754,22967.8128619367,24219.788858625,25863.2194857162,27872.0883687698,28718.0448442489,28392.7563625682,30465.2450528476,31327.1268995123,32222.59394254,32664.0309652705,33417.3160467909,34549.1602331629
Kosovo,KSV,GDP per capita,,,,,,,,,,,3674.1056933647,4768.2334354436,4804.2311653947,5189.5350850572,5467.8069662839,5980.1785768568,6389.9375672698,6981.655188543,7248.4276866044,7487.1555991419,7766.7815412525,8222.5941352791,8541.3136673294,8915.4025741462,9199.3236020098,9711.9618471568
Kuwait,KWT,GDP per capita,,,,,,58117.7658306024,59505.0375055129,60242.1000544289,60267.0320551395,57276.4448324844,58904.024520775,58839.0713556921,59961.9511733698,69909.1963783758,76978.4070873125,83703.2366675555,87875.5633273865,90003.7635130624,88250.0028884731,77582.1493005466,72204.3813019722,76308.5907116231,78492.3968461194,76779.28856115,73513.2903883879,71311.9935475814
Kyrgyz Republic,KGZ,GDP per capita,2245.7927155236,2103.6724235315,1831.5385604748,1584.7791738481,1293.8843508455,1236.8199115454,1328.8070470172,1464.0483939563,1488.3313048728,1543.2454785493,1644.3119731953,1754.5543396928,1764.9051618089,1906.5562603456,2071.4174907553,2110.3779356752,2218.7279337955,2448.89919938,2681.1221868103,2746.1026550485,2733.7293371857,2920.6032099095,2922.7028732004,3229.8288145744,3347.1626203131,3426.6456111849
Lao PDR,LAO,GDP per capita,1047.7735231497,1097.2113624436,1151.5774913987,1214.9890287533,1307.845816391,1395.1437207762,1485.8418273143,1582.5126354466,1632.110895436,1747.3297644656,1860.0488966,1981.5093457385,2100.9400349864,2241.6077599774,2415.0950507536,2629.958673547,2897.0914471356,3145.8300437578,3397.9960272649,3616.2159165817,3904.357150834,4233.3812475428,4580.947397486,4967.9329447323,5340.3056992002,5675.4926961053
Latvia,LVA,GDP per capita,,,,,,5960.2838163104,6161.3467602433,6831.5499300178,7502.0203310287,7659.7256405937,8163.9649764898,9029.8677384712,10227.9866638855,11342.4711337658,12511.3555551455,14119.1168769506,16604.7970143403,19021.7830456883,19874.6255368289,17032.9426720105,17409.9059719927,19451.0322812128,21122.2982149326,22559.0844468823,23547.9793999503,24286.148964047
Lebanon,LBN,GDP per capita,4998.9689018002,7010.30506155,7308.4979510296,7787.9879352287,8377.1966420937,8934.2994463404,9447.6809085053,9323.7191129087,9696.799823725,9668.010885834,9777.0942357894,10010.0722745818,10020.6127002814,10042.1289606706,10625.4570542917,10914.5422055822,11232.4642881492,12528.167542977,13854.8374881617,15131.6498768193,15948.4549196281,15683.5833239439,15221.446857073,14537.8991412559,14172.6653257963,13937.9458655461
Lesotho,LSO,GDP per capita,840.5828629899,885.6422072319,952.5588531704,988.0076833743,1043.4651936166,1068.7236021965,1128.6398249246,1179.9384943321,1200.2634317337,1211.5595527836,1291.1774676404,1365.2266204011,1383.2176039513,1466.6447828888,1530.8163218523,1611.1753107754,1719.2620528837,1834.0913156438,1960.7082758963,2023.2472221989,2187.3960300096,2297.3895481964,2427.4328356696,2545.2241772337,2647.9541218277,
Liberia,LBR,GDP per capita,,,,,,,,,461.0350644342,531.6851246142,663.0650546874,673.1113022532,692.5550686511,484.9723443263,501.6644529647,530.961091673,571.1992315125,617.2337093112,646.6985008263,659.4439241726,683.7921258418,732.633006942,784.5123573177,845.7973936356,845.4642054781,836.1510014476
Libya,LBY,GDP per capita,,,,,,,,,,16730.8571021352,17435.8315459502,17224.9888918618,17039.0933152765,19322.8651185899,20397.9647078203,23154.4321879534,24962.8054024909,26753.947407828,27525.070348041,27135.3565354688,28583.4659963526,11023.4371395436,22975.8756237746,20241.9719790722,15654.0988696528,14154.258255736
Liechtenstein,LIE,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,GDP per capita,,,,,,6180.4575517151,6633.1306543855,7302.5768381433,7990.7380412662,8016.9376431674,8695.4834867488,9664.3157862938,10732.6123700339,12315.6347855449,13251.4626436146,14681.8899951797,16728.9461476706,19277.1717326433,20796.7632597862,18277.9153390851,20085.0447824268,22541.7255710377,24475.0507509952,26511.2190121429,27685.9217668332,27729.7510217423
Luxembourg,LUX,GDP per capita,32083.1862583608,35537.4270497662,36520.5438690715,38440.5816207584,40207.3939057679,41053.091853812,42401.89991816,43029.3620089689,45567.2580377156,51751.8060579032,56593.3620724356,56234.104858179,59409.4481056509,60926.987220869,65447.5476670766,67081.0783759969,77300.9656548164,82846.1618508092,85015.6050935741,80306.0811316769,84589.8398682131,91073.3220829315,90788.2865762064,95928.5990389599,98459.5200426276,101926.423613902
Macao SAR China,MAC,GDP per capita,22228.8602822625,23190.1303378162,26281.8990613104,27773.9917967901,29075.6473232152,30147.858784689,30064.4711982515,29984.1382287901,28447.2711305062,27749.6013959953,29550.1490198799,34407.773258879,37539.9282351198,42126.8423481174,53929.9530040922,58922.0974919511,67157.3079188151,76777.7640173014,78666.5659050474,78134.5828791808,96619.8443992282,117340.970750623,127938.918712409,141968.100275398,140630.079450897,111270.075193627
Macedonia,MKD,GDP per capita,5316.0304407982,5174.153459486,4973.2384952177,4740.2955764902,4777.3553732314,4829.1006875101,4963.4417558202,5092.3735040958,5313.6939403712,5561.1614331884,6242.8953532013,6286.5949300796,6378.5535832016,6684.1731353508,7216.052273886,8210.5914390898,9155.1411071144,9671.6180539028,10791.1815855417,11305.3357366054,11678.4079644032,11641.2302221215,11891.6439757102,12811.6605685567,13517.2900016996,13907.9385141898
Madagascar,MDG,GDP per capita,1073.3822548204,1008.3461190717,1012.4525278504,1026.4706108021,1015.7602815826,1022.3384650735,1030.4260494763,1052.9009795389,1071.7013916573,1103.5379926659,1146.1777936673,1205.2622988992,1036.723372335,1126.5815342382,1182.8757230974,1240.3349714505,1304.4446045376,1382.7105448906,1468.2102991633,1380.5659219109,1362.2987718192,1371.6485752424,1399.5143248094,1414.496627672,1441.9712712824,1459.2687947688
Malawi,MWI,GDP per capita,482.4589277512,531.0226763268,499.2085100692,559.7688345208,511.6641235102,603.6830359192,647.5525684948,666.7136489359,680.1081731792,690.6672665869,697.6008039607,660.3855016954,664.7474763139,698.8007740918,737.5883978041,765.223711377,802.8457435734,877.5051001502,934.9315315493,990.2613624105,1039.2895189837,1078.8556473052,1085.678999742,1125.6438132211,1172.7601831709,1182.622570669
Malaysia,MYS,GDP per capita,6755.1314048694,7442.426153965,8074.846833027,8856.2223518586,9630.9090653524,10527.5484397038,11494.9873187823,12233.0081183582,11173.9122596966,11757.0192426879,12797.9513333674,12882.2315261171,13513.396802286,14306.6236816481,15410.5269047615,16453.1015815628,17587.3549763449,18856.9762295049,19809.923353434,19328.7582325944,20675.018736369,21866.340751899,23124.660480641,24238.9993949875,25732.2652320619,26891.4432342056
Maldives,MDV,GDP per capita,,,,,,,,,,,,5652.7452712568,5966.4462932133,6788.4259328479,7754.5146396499,7110.2529199168,8523.7474179571,9250.3957411801,10227.6685790386,9791.4650020522,10301.7057528176,11126.9455942042,11373.4629575726,11855.7504621463,12575.4539619689,12636.5235260583
Mali,MLI,GDP per capita,577.3782128455,652.0234376055,629.5561997429,647.4807403355,667.8139366813,669.6776229125,710.8167858782,737.9973296919,781.2229665952,815.6169557443,810.2455235934,922.7148848676,981.2502161549,1096.2342535628,1024.3671223392,1130.1285916465,1268.4147880256,1364.2381511997,1474.0538095775,1606.496276247,1746.6712447019,1862.9404009804,2048.0739172409,2163.0554826868,2301.3216643432,2428.2899639437
Malta,MLT,GDP per capita,10926.3259804183,11877.0846098594,12593.3010626325,13343.4212697899,14270.8216388626,15388.2470390781,14645.8329715091,15550.7392494056,16261.0793746576,17029.0863040796,19045.8188468575,18264.798651207,19328.8377545016,19723.7629467084,19942.9450693404,21018.7482394488,22277.5911937073,23618.5570998192,25462.0139589208,25828.6623908173,26689.940987633,28177.573674541,28355.7055086515,29525.7061882311,,
Marshall Islands,MHL,GDP per capita,1952.3401139844,1969.9113756353,2119.3032185287,2269.2579396159,2428.2999287805,2659.2549512353,2411.0027246152,2280.8898136461,2230.3575536909,2203.6699772588,2382.6907608119,2566.5632464,2675.3117895241,2735.712087917,2811.5908724695,2982.7876078226,3132.2392812667,3332.1685592871,3327.9038324631,3267.7169487466,3436.5161991762,3505.2696944543,3661.7994294444,3799.7739346962,3816.5797009811,
Mauritania,MRT,GDP per capita,1819.8892301308,1861.5475146396,1885.7708092017,1986.5352912124,1910.7140694914,2080.4117826119,2176.551832091,2062.1440222644,2079.2479158278,2206.1205061911,2178.9858931433,2204.2452705609,2184.1046057891,2289.3930793558,2414.338631228,2638.7414542038,3145.5759793574,3233.9714003058,3248.8131807534,3158.549257248,3266.2946257556,3403.5345263644,3575.9863538776,3760.4196737275,3885.6933646989,
Mauritius,MUS,GDP per capita,4891.1457118449,5221.4443859031,5613.9256430933,5968.4079631988,6259.2886292385,6606.7578371508,7031.0029350595,7464.0251721726,7919.3545363352,8146.2469931982,8994.8533217607,9362.3414780141,9639.8018052343,10118.0816440523,10924.9220566478,11349.0340061053,12102.9112122428,13097.1085810379,14039.113624949,14538.3762449038,15282.9245585329,16179.2915316024,16961.1109505936,17748.1706807877,18659.6601024461,19480.4707057169
Mexico,MEX,GDP per capita,6019.2622114531,6353.2573033951,6600.6619167041,8442.9896754573,8853.9809826187,7978.6103954332,8348.036545431,8926.8184167648,9265.6357512087,9710.5042620532,10318.5320069566,10301.6180311014,10348.6155830997,10588.3448500135,11198.5470123577,12070.8960874487,13144.1828664962,13717.4604579467,14272.194935998,13934.1586501896,14603.1678602294,15754.1971730871,16289.5652780893,16248.8011575865,17356.9226448088,17276.6436278581
Moldova,MDA,GDP per capita,4162.2004560771,3604.8188187712,2612.6669494207,2646.3014722987,1872.5688568336,1893.0170685812,1831.0035980082,1899.1497263841,1795.7012595432,1763.960688108,1845.7357387381,2007.4380681335,2202.3328714869,2401.2533380874,2656.6739905125,2954.6460214709,3200.4382262855,3394.2704118543,3736.6885895172,3544.0257440411,3845.6355880819,4179.2148088151,4226.9591893056,4700.7950468454,5010.4115705611,5038.5020491015
Monaco,MCO,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,GDP per capita,3310.8614252155,3076.0844626749,2822.4184290891,2773.6539543248,2871.2050879523,3094.185479734,3195.3226170926,3349.008645919,3468.8768936133,3598.6633432755,3689.7004117589,3849.4226515466,4053.6776546034,4378.350591668,4921.7828630566,5384.320930304,5949.1514198058,6644.3182751429,7274.1269515406,7128.216003943,7552.6460829873,8889.3455377797,9990.0380490701,11134.0437906454,11996.5885033738,12188.594575581
Montenegro,MNE,GDP per capita,,,,,,,,,,,6614.6859541778,6812.3821289043,7020.1929309596,7309.9478503608,7827.5491400956,8405.7368447744,10522.582285359,12483.1862597851,13919.9169821303,13127.6868360506,13439.5976817255,14215.5591809531,13812.695943286,14623.7448413652,15054.7550055037,15485.806091608
Morocco,MAR,GDP per capita,2521.3693756491,2742.4036511527,2697.3152586264,2694.0487868089,2993.016457392,2845.8078166933,3209.1792767447,3169.3246230937,3391.4529260571,3438.3782925933,3542.7661144395,3846.5163710737,3985.8026552044,4264.2719425707,4545.5396048687,4796.4995214028,5262.5200004235,5533.2904670613,5909.2778864594,6133.763743364,6365.1896615189,6746.8994563416,6979.8990791276,7323.9506883111,7518.0586673209,7821.396498115
Mozambique,MOZ,GDP per capita,242.3845604705,256.0628558344,239.7393761707,256.629205008,267.5981620331,269.6375677769,337.7048597016,370.2980089506,407.9615171953,435.1325441348,440.3525845339,493.4222084609,529.3821578416,558.3079978602,600.5492643078,654.6779387031,720.423965468,772.4257715418,818.4804732292,852.8593033769,895.4996639097,951.8253638814,1010.2212518776,1069.4951684488,1135.732687918,1185.8160121968
Myanmar,MMR,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,GDP per capita,3694.5891624976,3986.4852425672,4233.24029327,4140.2556023065,4177.3595648217,4301.1583475912,4383.9320846987,4507.7084285549,4571.8506085427,4675.7568953876,4843.2005050921,4926.1363377829,5169.6770455781,5433.0936254908,6197.9176796978,6480.5802378157,7058.5135642981,7617.3503352877,7849.9994704969,7797.9282021702,8212.3293148026,8625.7179215883,9021.8957626307,9460.5882454802,9985.2833927062,10413.9764716817
Nauru,NRU,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,GDP per capita,774.5920995972,829.4093746691,859.5486818033,889.2631812085,957.0449111489,985.7758438263,1032.5587139384,1078.9806543067,1100.4340903355,1144.1311523473,1220.4642503873,1286.4727357207,1287.7344316226,1345.9072582763,1428.7576381081,1507.5683137471,1588.2651533954,1668.7404016409,1787.4058195717,1863.6834628761,1956.4658657987,2042.1406869087,2153.7364926268,2251.8319627329,2382.8892116434,2458.1327293431
Netherlands,NLD,GDP per capita,18791.5848896987,19734.5557933494,20374.1426932453,20974.5101672219,21922.5795807666,22963.4722161008,24124.9267907897,25652.8995749973,27331.3089572433,28924.9385944727,31528.0984465832,32804.0661886944,33950.395525221,33739.819746704,35401.9294706651,37306.3049733224,40815.451149713,43659.1658471643,46140.346443128,44386.51361823,44773.8728670549,46388.293591692,46448.884799242,47954.5040434149,48253.3341426866,48458.9404873297
New Caledonia,NCL,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,GDP per capita,14855.6287589351,14557.7486884259,14910.4830900269,15960.6344107788,17095.0583777158,17889.5550296297,18464.2847893065,19132.4911795177,19320.5625442814,20579.0024165994,21512.7492659889,22500.3249531972,23306.4519455811,23957.9150015967,25083.799996404,25677.2614892374,27735.8933300036,29376.1752679483,29860.212777283,30714.0491106459,31270.0582136574,32734.3831571154,33065.5112359197,37096.0998715319,37711.5204080117,36982.2985659285
Nicaragua,NIC,GDP per capita,1951.8627660277,1969.1590216816,1977.7134294182,1973.4260933747,2039.3155036257,2161.1825038188,2296.167272389,2384.5500618162,2457.293861846,2627.258775742,2754.3330305904,2858.4557372384,2884.0813235361,2975.9561762554,3178.4794089823,3376.9654300827,3578.0837076853,3817.1863631087,3951.2471798624,3822.1644291501,3942.8226195229,4223.4272387993,4488.1745097809,4713.0886875139,4952.343435851,5189.7329991541
Niger,NER,GDP per capita,585.3607424672,600.4893198273,555.5550075299,557.843572849,572.4323825272,578.9229807139,588.2929775799,593.0051070736,638.2062357957,621.1404082831,603.8282497986,637.7278176491,642.9859659407,665.7174887107,659.9820675266,686.0368669932,720.859443024,735.3715889244,791.3179015189,761.990923399,804.0510285426,807.1930208897,883.2513772572,907.7233885526,948.6713168411,953.5418410214
Nigeria,NGA,GDP per capita,1958.6865704689,1960.7655341557,1963.9623328764,2001.9204045303,2012.2451994424,1997.4350835905,2082.8343210703,2124.1459107008,2151.0479899795,2140.0165533616,2247.8850297793,2340.7459181887,2404.9588841826,2638.8002225449,3534.0471386637,3676.7075004352,3994.7718893854,4266.9616275498,4502.205378764,4723.0914559807,5019.1860606689,5230.5988537581,5407.3239561759,5638.5491642381,5932.8313319848,5991.6905399017
Northern Mariana Islands,MNP,GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,GDP per capita,18255.4015215931,19352.4626068509,20383.1285216638,21334.4911031522,22760.0627826159,24074.6217718814,26573.6036035382,28473.9981373265,27937.9328123846,30407.965371759,36789.5142725563,37789.0715116377,37732.9445962763,38996.1963195044,43182.2101600223,48356.5130433516,54689.7011869722,56857.0858761078,62431.5818742207,56167.3960382926,58812.9430633722,62736.6804662551,65399.836084667,66817.1738662621,65702.1961508927,61471.5737187892
Oman,OMN,GDP per capita,22645.2452628061,23768.5374706119,25190.1157504157,26205.0212280372,26847.8667652375,28090.3625071339,29103.8890217043,31277.7428527859,32491.6222737521,32939.4004710356,35287.8572547277,37159.8615217969,36501.4331548338,35295.6530472527,35787.6938612856,36972.7236503926,39424.7960323731,41618.1406264128,44900.7905655631,46098.8879725011,45884.9585799153,42479.201320064,41944.9991757071,40195.5176241484,38771.8381020344,38234.0535912569
Pakistan,PAK,GDP per capita,1975.8196305792,2086.2400325581,2237.910047244,2272.1638752208,2347.1413831587,2452.7478005439,2554.0321947487,2559.9823619093,2590.0754229226,2662.5433739823,2775.6326340244,2833.0433655687,2907.7581823608,3046.5431670452,3293.5063422941,3586.4177784798,3845.526135768,4054.6417983063,4118.6901083731,4179.7340242065,4209.6980303035,4322.5343825477,4460.9230726128,4632.3928147461,4828.9424381469,5041.7152639559
